ObjID	dusty_mass	dust_free_mass	star_light_mass	color(u-r)
588011219143622881	10.526	8.675	10.099	2.113
588017111829971122	9.840	10.334	9.920	1.739
588011219143688355	10.368	9.705	10.024	1.698
588017111830036723	9.307	9.702	10.163	1.609
588011219143819348	10.118	9.013	10.043	1.536
588017111830691947	9.637	10.428	9.859	1.456
588011219143819433	10.233	10.023	9.813	1.684
588017111831085214	8.945	10.028	9.943	1.257
588011219143819480	9.696	10.250	9.886	1.488
588017111831281726	10.192	8.807	9.814	1.673
588011219144736933	9.389	10.235	9.274	1.206
588017111831478387	9.562	9.521	9.896	1.793
588017111831674883	10.402	9.433	10.157	2.498
588017111831674891	10.302	10.311	10.125	2.800
588017111833444467	8.831	10.027	8.521	1.623
588011219146047570	10.151	9.769	9.855	2.362
588017111833968667	10.520	10.310	9.977	1.720
588017111834034254	10.864	9.181	10.096	2.600
588011219669352594	9.801	10.272	9.990	1.846
588017111834034287	9.541	9.442	9.833	1.832
588011219670925444	9.178	8.836	9.595	2.137
588017111834230826	8.905	11.209	9.646	1.580
588017111834296400	10.514	10.278	9.955	1.960
588017111835017321	10.484	10.095	10.058	2.546
588017111835344904	9.460	9.321	9.734	1.408
588017111835476195	9.426	9.877	10.092	1.270
588017111835541606	10.035	10.880	10.014	1.794
588017111835738174	9.206	9.080	9.780	1.476
588011219673284821	9.347	9.875	9.607	1.820
588017111836459112	8.932	9.179	9.883	0.917
588011219674005629	10.655	9.767	10.107	2.429
588017111836786784	10.097	9.786	10.018	1.748
588011219674136721	9.090	9.883	10.053	1.398
588017111836852316	10.151	9.235	10.069	2.400
588011219674333315	9.631	9.400	9.753	2.399
588017112361861218	9.168	9.063	9.927	1.719
588017112361992345	9.772	9.601	9.877	1.746
588011219674660870	9.788	9.552	9.547	1.315
588017112364548236	8.650	9.735	9.510	1.305
588017112364744817	8.549	10.732	9.785	1.339
588017112364810475	8.955	10.370	9.998	1.710
588011219676168366	9.355	9.874	9.860	2.161
588017112365334574	10.389	9.181	10.145	2.185
588011219676168384	10.194	10.668	10.128	2.426
588017112365334664	8.835	10.319	9.803	1.272
588011219680362701	9.624	9.680	9.450	1.491
588017112365793366	9.647	9.646	9.680	1.587
588017112365858903	9.274	9.269	9.637	1.521
588017112365924410	9.378	10.826	9.440	1.277
588017112366186564	10.580	10.039	10.164	2.149
588017112366252055	10.654	9.094	10.170	2.670
588017112366252161	10.185	9.282	10.074	2.330
588017112366383197	8.904	9.546	8.948	1.345
588017112366972958	10.395	11.091	10.063	2.506
588017112368087271	9.005	9.040	9.123	1.497
588017112368218146	9.371	10.892	9.817	1.264
588017112368218208	9.521	9.476	9.785	1.370
588017112368218218	9.150	9.850	9.707	1.776
588017112368939148	9.424	9.344	9.900	2.342
588017112369266977	9.327	10.293	9.838	1.335
588017112370511984	10.224	9.845	9.984	1.930
588011219682984309	9.905	9.109	9.908	1.664
588017112371232850	10.277	9.535	9.892	2.250
588013381661098206	9.290	10.207	9.997	1.459
588017112371888267	8.942	9.722	9.675	1.207
588017112371953740	9.145	10.028	9.603	2.501
588017112372150319	9.727	10.538	9.837	2.163
588017112372150331	10.025	10.411	10.092	2.202
588017112372150341	10.253	10.258	9.960	1.824
588017112372281386	9.027	9.027	9.859	0.960
588017112372346933	8.760	8.992	9.850	1.426
588017112372740165	9.188	9.770	9.945	1.361
588017112372871263	8.959	10.527	10.056	1.503
588017112372936752	9.913	10.036	9.961	1.486
588017113974702320	8.950	9.387	9.901	1.478
588017113974767688	9.051	10.959	9.854	1.437
588017113976209443	9.490	9.527	9.722	1.209
588017113980469363	8.835	9.000	9.696	1.302
588013381672829023	9.028	10.401	9.446	1.502
588017113982697600	8.787	10.625	9.663	1.248
588013381673549913	9.136	9.630	8.930	1.325
588017114511704184	9.556	9.463	9.936	1.445
588013382183419970	9.914	9.999	9.701	1.441
588017114511704202	9.281	8.860	9.579	1.932
588013382183944341	8.637	9.468	9.398	0.851
588017114513211482	8.940	9.794	9.726	1.270
588017114514653308	9.048	9.021	9.730	1.515
588017114515832936	9.597	10.346	9.786	1.540
588017114516160765	8.984	10.052	9.726	1.541
588017114517405877	9.430	10.245	9.955	2.379
588017114521862264	9.761	10.193	9.996	1.842
588013382197117139	10.016	9.197	9.913	1.736
588017115049230343	8.537	10.278	9.916	0.967
588013382198100170	9.990	9.733	9.517	1.799
588017115052834879	9.172	9.225	9.876	1.533
588017115052834891	9.297	8.771	10.004	1.383
588017115056701489	9.775	10.248	9.868	1.452
588017115056898100	8.689	8.623	9.892	1.155
588017115057356979	9.980	10.023	10.021	1.681
588017115057684595	9.290	8.999	9.741	1.303
588017115058143243	10.065	10.369	9.882	2.321
588017115058143315	10.379	10.723	9.974	2.400
588017115058733093	9.203	8.930	9.085	1.483
588017115585314905	10.686	10.637	10.183	2.630
588017115585314986	9.911	9.747	10.009	1.539
588013382208258340	9.095	10.212	9.786	1.302
588017115585380417	10.615	9.504	10.051	2.128
588017115585380437	9.511	9.509	9.565	1.503
588017115585380466	9.859	9.703	10.140	2.388
588013382209503327	10.122	10.460	10.061	1.978
588017115585380486	9.368	9.794	9.917	1.462
588013382209896655	10.678	10.687	10.129	2.685
588017115585446020	9.036	10.266	9.655	1.156
588013382720946650	9.553	10.149	9.955	1.491
588017115586953315	8.658	9.036	9.560	1.221
588017115588984950	9.542	10.800	9.799	1.581
588017115589574761	8.951	10.501	9.809	1.243
588017115589967915	8.730	10.269	8.528	0.680
588017115592851534	10.292	9.090	9.856	2.105
588017115594031117	9.355	9.980	9.848	1.300
588017115594162426	9.337	9.538	9.753	1.471
588017115594621051	8.923	10.521	9.665	1.467
588013382729990304	9.799	9.658	10.040	1.686
588017115595145398	9.095	9.214	9.376	1.028
588017115595276518	9.261	9.458	9.593	1.503
588017116122185815	10.544	9.378	10.132	2.366
588017116122185825	9.565	10.224	9.965	2.228
588017116122185873	9.098	10.229	9.420	1.734
588017116122251415	8.806	9.075	9.999	1.121
588013382731694277	9.108	9.236	9.823	1.231
588017116122251430	10.016	9.735	10.137	2.411
588017116122316857	8.747	10.050	9.012	0.928
588013382734577895	9.019	9.143	9.306	2.101
588017116122316930	8.618	10.201	9.299	1.445
588017116122382474	9.460	10.582	9.712	1.561
588013382735888518	9.092	9.147	9.755	1.482
588017116122710098	9.973	8.807	10.001	2.278
588017116124479603	8.560	9.295	9.757	0.951
588017116126969913	10.640	9.057	10.119	2.032
588017116131623038	10.279	10.612	9.967	2.335
588017116131688481	10.206	10.071	9.928	2.246
588017116659122250	9.183	10.349	9.647	2.335
588017116661350551	9.276	9.024	9.847	1.484
588013382741590081	9.849	9.233	9.951	1.848
588017116661678208	10.149	10.439	9.949	2.047
588017116664234081	10.010	10.402	10.169	2.753
588017116664234103	8.945	10.040	10.038	1.362
588017116664234154	9.776	9.554	9.782	1.443
588013382746439787	8.898	9.522	9.335	1.165
588017116668231843	9.096	8.978	9.575	1.288
588013382746570902	9.584	8.915	9.868	1.580
588017116668362790	9.457	9.699	9.893	1.598
588017116668428499	8.870	10.158	9.843	1.195
588013383257882742	9.129	9.396	9.746	1.259
588017116668559447	10.537	9.076	10.116	2.558
588017564944433359	10.187	9.171	10.048	2.652
588017564944433407	9.688	9.853	9.555	2.623
588017564944433501	9.255	9.725	9.943	1.915
588013383258472853	10.756	9.264	10.033	2.309
588017564945154182	9.993	9.048	10.054	1.548
588013383258669208	9.393	9.432	9.660	1.559
588017564949086219	9.975	9.880	9.821	1.745
588017564949610646	10.113	8.579	10.130	2.486
588013383258734670	8.823	9.255	9.416	1.130
588017564951642133	10.796	9.469	10.182	2.574
588013383258866181	10.963	9.961	10.077	2.809
588017564951904305	8.626	9.441	9.192	1.063
588017564952756304	10.109	8.829	10.051	2.314
588017564954263654	9.293	10.648	9.580	1.617
588017565481304127	10.480	10.034	10.095	2.207
588017565485695034	9.262	9.255	9.582	1.449
588017565487136917	9.417	9.357	9.821	1.458
588017565489627259	10.064	9.717	9.977	2.096
588017565489627268	9.217	10.070	9.916	2.096
588017565489758340	9.926	10.374	9.918	1.829
588017565490020395	10.523	9.893	10.043	2.279
588013383270924388	8.988	9.305	9.720	1.270
588017566018175079	9.151	10.852	10.074	1.349
588013383271448814	9.457	9.452	9.481	1.584
588017566018240608	9.012	10.091	nan	nan
588017566022107242	9.374	10.220	9.741	1.634
588017566023221411	9.395	10.597	9.876	1.293
588017566023417977	9.509	9.801	9.846	1.383
588017566024990825	9.104	9.597	9.580	1.248
588017566026629245	9.113	9.814	9.863	1.305
588017566026629272	9.158	9.519	10.056	1.750
588017566028070958	10.576	9.115	10.167	1.883
588017566555111574	9.595	8.793	9.771	1.458
588017566559436909	10.516	9.615	10.083	2.381
588017566559502356	9.538	9.040	9.947	1.581
588017566559961175	8.772	8.754	9.676	1.565
588017566562386056	9.551	10.253	9.908	2.088
588013383278264340	9.986	9.513	9.939	1.541
588017566563369047	10.392	9.461	10.151	2.514
588013383281016988	8.814	9.082	9.685	0.895
588017566563565689	9.923	9.200	9.999	1.716
588017566563762356	8.511	9.346	10.014	0.979
588013383281803425	10.368	10.567	10.083	2.165
588017566563827835	9.821	10.238	9.932	1.720
588013383282393186	9.812	9.558	10.042	2.176
588017566564024346	10.349	9.413	10.026	2.481
588013383283441785	10.023	9.410	9.987	2.449
588017566565007820	9.331	8.933	9.941	1.349
588013383283441814	9.870	10.000	10.001	2.746
588017567091982416	10.670	8.847	10.174	2.419
588013383283441874	9.063	8.773	9.998	1.765
588017567091982428	10.070	9.569	10.155	2.548
588013383284097184	9.644	10.269	9.860	1.448
588017567095783542	9.151	8.657	9.492	1.273
588017567096307746	9.447	10.585	9.858	1.255
588017567096504425	9.001	10.263	9.739	1.303
588013383794884874	9.718	10.186	9.969	3.289
588017567098536059	9.269	9.204	9.657	1.695
588013383795146997	8.839	9.346	10.042	1.357
588013383795147061	8.846	10.118	9.366	1.353
588017567099650194	9.420	10.013	9.757	1.897
588017567099715688	9.763	9.051	9.703	1.388
588013383795540196	10.257	9.116	9.915	1.725
588017567100239997	10.427	9.267	10.122	2.592
588013383795736930	9.309	10.066	9.504	1.377
588017567100305599	9.737	10.023	9.910	2.120
588017567100764311	10.383	9.189	10.130	2.291
588017567631867959	10.276	8.639	9.812	1.579
588017567631867960	8.844	9.571	9.390	1.815
588013383802945834	10.128	8.948	10.011	1.820
588017567632261212	10.234	10.644	10.061	2.331
588017567633506413	9.157	10.253	9.540	1.174
588017567633965161	10.405	9.675	10.117	2.469
588013383804321902	9.273	10.028	9.681	1.490
588017567636259043	8.880	9.265	9.947	0.709
588017567636848780	10.557	10.086	10.134	2.424
588017567637176446	8.797	10.110	9.900	1.902
588017567637569642	9.506	9.958	9.854	2.307
588017569237565549	10.380	10.085	9.933	1.490
588017569237631006	10.258	10.865	9.917	1.911
588017569237631050	9.838	8.669	9.767	1.502
588017569240645708	9.976	10.126	10.088	2.409
588017569240711268	10.407	9.369	10.086	2.252
588017569242415218	9.812	10.538	10.036	2.325
588017569774502020	9.289	9.356	10.026	1.456
588017569777188885	8.384	9.519	7.760	0.958
588017569777320091	9.115	9.184	9.964	1.453
588017569777516654	9.180	10.087	9.641	1.180
588017569779744827	10.060	9.253	9.897	1.480
588017569779744889	9.330	10.024	9.855	1.490
588017569779810481	8.931	10.118	10.043	1.436
588017569779875857	10.192	10.556	10.006	1.935
588017570314321931	9.269	10.845	9.452	0.967
588013383813627944	9.134	9.709	9.706	1.587
588017570314321981	8.789	9.262	9.632	0.985
588013383816380487	10.559	9.085	9.932	2.068
588017570314321991	8.600	9.503	9.823	0.844
588017570314518610	9.351	9.502	9.819	1.228
588017570314584105	10.031	9.606	9.894	1.822
588013383818281050	9.987	9.188	9.925	1.559
588017570314584171	9.696	9.195	9.940	1.530
588017570314649633	8.959	9.177	9.998	1.207
588013383820837044	9.562	10.563	9.836	1.585
588017570851258435	10.177	9.961	10.135	1.722
588017570853355585	8.754	9.760	9.870	0.997
588017570853552225	8.617	10.468	9.851	1.317
588017571388260483	8.707	9.655	9.619	0.910
588017571388325944	10.336	8.900	10.013	2.162
588017571388522623	9.400	9.577	9.939	1.645
588017571389046890	9.422	10.395	10.016	1.353
588013384340471922	9.721	9.287	9.358	1.711
588017571922641081	9.541	9.918	9.998	1.719
588017571922641141	8.615	8.606	9.874	0.884
588013384343945221	9.970	10.052	10.048	1.815
588017571924869228	9.662	9.132	10.152	2.068
588017571925328030	9.347	10.292	9.641	1.804
588017571925393495	10.557	9.368	10.173	2.563
588017571925721162	8.615	9.228	8.832	1.355
588017571927162912	8.711	10.738	8.790	1.269
588017571927228420	9.797	10.034	9.993	1.470
588017603599007864	9.905	9.294	9.990	1.604
588017603602612374	8.652	9.580	9.668	1.141
588017603603202183	9.764	9.188	9.839	1.449
588017603603923051	9.064	9.372	9.940	1.724
588013384355283135	10.314	9.839	9.940	2.225
588017603606413508	9.117	9.532	9.860	1.738
588013384355348524	10.831	9.830	10.114	2.492
588017603607134270	8.979	10.513	9.522	1.375
588013384355414080	9.042	9.035	9.845	1.383
588017603607527489	9.253	9.724	9.784	1.357
588013384357904481	10.040	9.753	9.965	2.329
588017603608051755	10.460	10.398	9.979	2.018
588015507656736986	9.441	10.403	9.929	1.699
588017603608313996	9.389	9.291	9.803	1.310
588015507657392251	9.854	8.959	9.712	1.573
588017603608707154	9.692	10.222	9.785	1.583
588015507658309753	9.910	9.314	10.042	2.051
588017603608838154	10.275	10.349	9.941	2.098
588017603611656399	8.922	10.751	9.487	1.819
588015507659882541	9.243	8.986	8.500	1.187
588017603612246160	8.730	9.513	9.311	1.246
588015507661455447	9.409	10.620	9.863	1.490
588017603612442690	10.707	8.862	10.085	2.527
588015507661520918	10.860	8.974	9.984	2.125
588017603614670951	9.051	9.606	9.724	1.324
588017603614736422	10.145	11.016	10.007	2.186
588017603614736555	9.065	10.493	9.717	1.086
588017603614802088	9.910	10.220	9.937	2.121
588017603614933075	8.739	9.975	9.624	1.213
588017603615719502	8.857	9.937	9.607	1.275
588017603620438117	8.460	10.501	9.641	1.190
588017603620503774	8.800	9.811	9.785	1.083
588015507664797874	10.623	9.413	10.080	2.677
588017603620634690	8.916	8.446	9.853	1.077
588017603623190837	8.781	9.219	9.884	1.287
588017603623518357	9.962	9.288	9.722	1.700
588017603623780460	9.373	10.391	9.936	1.531
588017604143612063	9.866	9.069	9.935	2.360
588017604144201965	8.492	9.513	9.987	1.176
588017604148789418	9.689	9.733	9.917	1.954
588015507664863376	9.846	9.009	8.493	1.881
588017604151476368	8.832	10.199	9.979	1.102
588017604152328299	10.410	9.385	nan	nan
588017604152393842	8.804	8.893	9.686	1.464
588017604152524884	10.635	8.661	10.135	2.461
588017604152524906	9.579	9.452	9.877	1.835
588017604152590377	9.037	9.989	9.934	3.573
588017604153442403	9.170	9.963	9.683	1.732
588015507664928970	10.846	9.046	10.108	2.584
588017604153442446	9.813	10.283	10.017	1.505
588017604154687614	9.019	8.838	9.503	1.277
588017604157243451	8.805	8.778	9.244	1.400
588015507664929005	10.131	8.799	10.092	2.571
588017604158881841	10.387	10.112	9.980	2.406
588017604158881928	10.023	10.327	9.869	1.654
588015507666370603	9.234	8.899	9.686	1.496
588017604159602879	9.213	9.398	9.265	1.359
588015507666370634	10.410	9.561	10.168	2.515
588017604160061464	9.668	10.490	9.976	1.639
588017604160520383	9.312	9.676	9.865	1.368
588017604160585801	10.174	9.994	10.152	2.093
588017604163272708	9.043	8.709	9.787	1.095
588017604163272794	8.979	9.680	9.757	1.475
588017604165763259	9.066	10.097	8.690	1.557
588017604673339405	10.519	9.371	10.071	2.093
588017604674519057	9.902	9.861	9.976	1.537
588017604676288683	8.584	9.161	9.445	1.198
588017604679762081	8.916	10.821	9.636	1.267
588015507670696033	9.403	9.840	10.001	1.720
588017604680482949	8.908	8.623	9.550	1.430
588017604680482964	10.884	8.760	10.097	2.039
588017604681072765	9.367	9.724	9.575	1.230
588017604681334948	9.784	10.018	9.982	1.343
588017604681335086	9.047	8.960	9.776	1.141
588017604684611764	9.176	10.048	9.966	1.348
588017604685987987	8.816	8.870	8.671	0.892
588017604686774370	9.205	8.737	9.408	1.245
588017604687888472	9.121	9.883	9.975	1.176
588017604688281713	9.327	10.508	9.767	1.462
588017604688937101	9.458	9.091	9.588	1.827
588017604688937133	9.836	9.452	9.710	2.259
588017604689002605	8.674	9.161	9.607	1.300
588017604689002633	9.530	9.095	9.827	3.421
588017604689461381	9.604	9.394	9.759	1.525
588017604691230849	9.046	10.411	9.921	1.344
588017604694180051	8.584	9.474	9.003	1.065
588017604695031823	10.387	9.824	10.119	2.193
588017604695031874	9.696	10.175	9.820	1.954
588017604696408114	9.564	10.165	9.365	1.748
588017604696408216	9.261	8.978	10.028	1.421
588017604696932395	10.052	9.397	9.970	2.305
588017604696998071	10.070	8.742	10.071	2.534
588017604697063436	10.092	10.748	10.123	1.641
588017604697653408	9.821	9.246	9.992	1.869
588017604697784424	9.544	10.120	9.808	1.918
588017604697915594	9.197	9.150	9.920	1.411
588015507674366042	9.154	9.908	9.387	1.318
588017604700143813	10.274	8.874	10.166	1.804
588017604701323485	8.674	9.014	9.646	1.311
588017604701913215	8.520	8.542	9.956	0.803
588017605209686176	9.630	8.877	9.987	2.009
588017605209751562	10.545	9.016	10.159	2.498
588017605215060044	8.938	8.960	9.854	1.501
588015507675676732	10.832	9.945	10.053	2.511
588017605215125584	8.934	9.531	10.020	1.342
588015507676004541	9.612	9.847	9.917	1.279
588017605215125626	9.231	8.527	10.035	1.605
588015507676070073	8.742	9.749	9.679	1.103
588017605216501868	8.917	9.449	10.052	1.210
588017605216567299	10.319	8.923	10.069	2.374
588017605216567377	9.474	10.531	9.924	2.264
588017605216632900	9.163	10.515	9.637	1.478
588015507676528659	10.309	8.890	10.045	2.110
588017605217157371	9.079	10.655	9.687	1.329
588017605222006889	9.815	9.883	10.073	1.673
588017605222727749	10.011	9.928	9.875	1.770
588017605223252005	9.053	9.087	9.736	1.242
588015507678494761	9.373	9.396	8.895	1.091
588017605223645263	8.903	9.820	9.586	1.493
588015507678757022	10.615	9.858	10.131	2.465
588017605223841899	8.798	9.095	9.617	0.907
588015507678888096	10.220	8.877	9.605	1.660
588017605223907418	9.425	10.346	9.682	1.601
588017605224562802	9.834	10.373	9.905	1.430
588015507679150098	10.502	9.381	10.136	2.553
588017605224955975	10.114	9.933	9.981	1.835
588015507679215780	10.067	9.542	9.901	1.619
588017605225218120	8.831	10.496	9.782	1.202
588017605225283705	8.898	9.214	9.797	0.987
588015507679281263	10.623	9.851	10.203	2.520
588017605226070145	9.245	9.056	10.025	1.009
588015507679478014	9.265	9.252	9.718	0.947
588017605226594329	8.791	10.026	9.864	0.237
588017605229019255	10.257	10.462	9.885	1.661
588017605232164885	10.554	10.029	10.120	2.550
588017605232164912	10.320	8.619	10.144	2.513
588017605232427093	9.747	9.125	9.775	1.718
588015507681247317	9.787	9.006	9.549	2.344
588017605232427143	8.884	10.834	8.998	1.296
588015507681837129	10.103	9.486	10.080	2.551
588015507681837137	10.705	9.833	10.171	2.556
588017605233606892	9.494	9.156	10.040	1.717
588015507682295957	9.630	9.230	9.706	1.293
588017605234393326	8.794	10.317	9.690	1.088
588015507682295979	11.151	8.979	10.147	2.735
588017605239242914	10.100	10.851	10.038	1.854
588015507683213415	10.035	9.386	9.830	1.738
588017605239505091	9.398	9.152	9.950	1.595
588015507683541218	10.824	9.228	10.074	1.900
588017605749833758	10.778	9.974	10.139	2.603
588017605750947962	9.873	9.420	10.154	2.024
588017605751341163	9.362	9.460	9.893	1.576
588015507683999841	10.222	9.618	9.936	2.518
588017605751406696	8.773	10.116	9.848	1.355
588017605752127634	8.829	9.808	9.207	1.319
588017605754290264	8.886	9.874	8.135	1.284
588015508191445116	9.391	8.739	9.873	1.794
588017605754355817	8.938	9.614	9.934	0.788
588017605754617911	9.788	9.397	9.932	1.590
588015508193214489	9.767	9.729	9.881	2.298
588017605759926321	9.708	9.512	9.924	1.440
588015508193607802	10.608	9.147	10.153	2.624
588017605760253958	9.427	10.836	9.821	2.125
588015508193673332	10.479	8.667	10.115	1.979
588017605760778414	8.658	10.653	9.790	1.279
588017605761040444	10.119	9.685	10.033	2.558
588017605761040474	9.940	9.570	9.708	2.098
588015508196556926	9.836	9.314	9.552	1.683
588017605761695811	9.641	10.088	9.882	1.439
588015508196687961	9.418	10.053	9.929	1.875
588017605761761317	9.163	10.768	9.783	1.603
588015508196687980	9.772	10.383	9.875	1.473
588017605761761318	10.498	9.754	9.971	1.179
588015508196753490	9.436	9.615	9.828	1.635
588017605762744401	8.610	9.304	9.893	0.812
588015508196753528	9.454	10.542	10.030	1.290
588017605762744404	9.484	8.763	10.002	1.542
588015508196819060	9.873	8.583	9.899	1.409
588017605763334256	9.148	9.655	9.889	0.993
588015508196819080	10.347	10.412	10.185	2.656
588017605763596397	9.429	10.651	9.792	1.740
588015508196819217	9.356	9.058	9.709	1.330
588017605763989622	9.020	9.061	9.571	1.399
588015508197539993	9.164	9.265	9.666	1.413
588017605765890166	10.544	9.108	9.989	2.205
588017605769625755	9.912	10.262	9.897	1.757
588017605769691260	8.725	9.462	9.233	1.580
588017605770477738	9.216	9.332	nan	nan
588017605770608832	9.494	10.995	9.589	1.430
588017605770674294	9.858	9.139	9.686	1.573
588017605770936480	9.151	10.026	9.902	1.591
588017605771001969	9.838	10.001	9.926	1.582
588017605771067416	10.602	10.252	10.124	2.679
588017605771067615	9.568	9.159	9.943	1.556
588017605771526240	10.038	9.355	10.040	1.574
588017605771657219	10.555	8.990	9.992	2.115
588017605771657230	10.733	10.493	10.137	2.540
588017605771657579	8.999	9.027	9.840	1.558
588017605772116028	10.171	9.717	10.055	2.005
588017605772181656	9.663	10.068	9.722	1.816
588017605775130755	9.873	10.092	9.820	2.173
588017605775917238	9.287	8.933	9.009	1.256
588017606285066390	9.166	8.963	9.795	1.423
588017606286508163	8.659	9.328	9.495	1.365
588017606286573761	9.490	8.785	9.797	1.759
588017606287753466	9.440	10.340	9.791	1.238
588017606289195121	9.162	10.587	9.894	1.449
588017606289457277	9.165	10.389	9.788	1.169
588015508202979410	9.696	9.840	9.816	1.601
588017606290702430	9.910	9.611	10.031	1.496
588017606290833482	9.421	8.964	9.725	1.582
588017606291095658	8.712	9.616	9.638	1.371
588017606295093355	8.845	8.857	9.414	1.109
588017606297518186	8.856	10.105	9.843	1.378
588017606297583691	9.968	9.480	10.022	2.426
588017606298108022	10.512	10.807	10.024	2.257
588017606298697802	9.546	10.182	9.722	1.700
588017606300074059	8.881	9.674	9.991	1.180
588017606300270769	8.849	8.902	9.638	1.311
588017606301188172	9.494	8.885	9.787	1.586
588017606301253691	9.408	8.921	9.962	1.201
588017606301319280	8.725	9.068	8.658	0.839
588017606302105648	10.144	9.990	10.068	1.508
588017606302105797	9.036	9.860	9.666	0.791
588017606302302282	9.048	9.433	8.647	1.144
588017625074565419	9.364	8.737	9.811	1.812
588017625076465769	9.906	10.074	9.637	1.999
588017625077579851	10.520	10.014	10.171	2.430
588017625080004677	8.408	9.798	9.594	1.143
588017625083281567	9.285	9.236	9.412	1.508
588017625085247594	9.303	10.639	9.616	1.381
588017625085706319	10.549	8.797	10.157	2.629
588017625085706320	10.213	9.616	9.974	2.542
588017625085706416	9.959	9.228	10.099	2.471
588017625085771810	8.770	9.550	9.388	1.245
588017625085771893	9.905	9.118	9.994	1.926
588015508212088944	10.514	10.607	10.161	2.656
588017625085771905	9.014	9.928	9.754	1.663
588017625085902993	9.382	8.822	9.874	1.645
588015508212613279	9.245	9.340	10.068	1.576
588017625086165148	9.134	9.642	9.945	1.233
588015508212678766	9.350	9.900	10.089	1.560
588017625086754926	9.162	9.212	9.544	1.501
588015508212744341	10.494	9.197	10.128	2.030
588017625086820358	10.633	9.862	10.140	2.545
588017625086820436	9.307	10.756	9.881	1.971
588015508212744360	9.859	9.788	10.036	1.580
588017625086820452	9.162	10.184	9.613	1.672
588015508212875423	9.996	10.447	9.773	1.911
588017625086885971	9.191	10.900	8.927	1.407
588015508212875490	10.476	9.073	10.095	2.467
588017625091670032	10.289	10.948	9.850	2.388
588015508212940943	9.302	10.074	9.943	1.094
588017625093636212	10.290	9.704	9.986	1.780
588015508212940990	10.134	9.782	9.863	2.000
588017625611436136	9.688	8.835	10.117	2.062
588017625611763728	10.536	9.854	10.157	2.312
588017625613991990	8.724	9.441	9.911	1.375
588017625614778462	8.957	9.249	9.795	1.945
588017625615040680	8.751	8.730	9.741	1.156
588015508213596246	8.987	10.320	9.834	1.247
588017625615302763	9.673	9.646	9.787	1.385
588017625619496994	10.364	9.525	10.080	1.839
588017625620742180	8.570	9.386	9.359	1.086
588017625622577258	9.891	9.292	9.988	2.270
588017625623560318	9.390	10.177	9.793	1.991
588017625623560439	8.749	9.404	9.959	1.404
588017625624150110	9.794	9.621	9.851	1.696
588017625624150146	9.321	10.585	10.030	1.620
588017625624674446	8.962	8.728	9.692	1.552
588017625624805434	10.224	10.309	10.158	2.581
588017625625329836	10.116	8.953	9.879	2.100
588017625628999832	9.017	10.461	9.903	1.808
588017625629524137	9.453	8.951	10.046	1.453
588015508216086638	9.428	10.154	9.934	1.613
588017625629720712	9.358	9.939	9.805	1.458
588015508216152159	10.425	10.507	10.043	2.254
588017625630769265	8.428	10.781	9.995	1.211
588015508216152225	9.185	9.720	9.996	1.619
588017625630900360	8.853	9.321	9.597	0.875
588015508216152237	9.331	9.027	9.394	1.281
588017625631097020	9.345	8.972	9.627	1.293
588015508216217738	9.446	9.647	9.811	1.139
588017625631228039	10.897	9.549	10.146	2.586
588015508216283229	9.630	8.789	9.955	1.386
588017625631293480	10.274	10.279	10.111	2.389
588015508216283301	10.787	9.784	10.114	2.520
588017625631293683	9.020	9.100	9.834	1.131
588017625631621139	10.935	10.105	10.171	2.789
588015508216414349	8.949	9.102	9.189	0.978
588017625631686665	9.490	10.778	9.973	1.726
588015508216873146	10.468	9.467	10.127	2.449
588017625634242645	10.318	9.802	10.048	2.365
588017625634308340	8.846	9.924	9.847	1.057
588015508217266325	10.434	10.533	9.994	1.831
588017626145685530	10.519	11.239	10.136	2.563
588015508217331864	10.796	8.431	10.052	1.981
588017626151387142	9.481	10.136	9.612	1.538
588015508217725117	9.848	9.400	9.908	1.702
588015508217921673	10.004	10.809	9.887	2.307
588017626151977052	10.154	9.448	9.990	1.698
588015508218052643	10.020	10.745	9.885	1.809
588017626152173721	9.561	10.179	9.882	1.420
588015508218052740	10.920	10.204	9.931	2.000
588017626156630190	9.498	9.923	9.714	1.279
588015508218052820	10.030	8.910	9.946	2.259
588017626156826676	10.608	9.858	10.120	2.622
588015508218118300	10.508	9.504	9.975	2.243
588017626157088772	10.725	9.098	10.099	2.670
588017626157482117	9.499	9.867	9.935	1.754
588015508218183837	10.368	9.672	10.048	1.775
588017626159120579	8.970	10.775	10.066	1.546
588015508218183867	10.398	9.235	9.839	2.074
588017626159906869	10.676	10.461	10.062	1.974
588015508218183911	9.858	9.264	9.958	2.732
588017626160037993	10.506	10.696	10.097	2.285
588015508218183917	9.272	9.299	9.940	1.426
588017626160038083	9.083	9.185	9.873	1.132
588015508218183922	10.216	9.896	10.066	2.361
588017626160038110	10.192	9.255	9.809	1.792
588015508218183934	10.811	9.584	10.165	2.566
588017626161873004	9.394	10.280	9.532	1.126
588015508218249317	10.839	9.859	10.131	2.490
588017626161873125	8.907	10.363	10.018	1.201
588015508218249334	9.658	9.494	9.753	2.230
588017626162266186	9.839	9.812	9.540	1.374
588015508218249365	10.976	9.653	10.131	2.582
588017626163642541	9.384	10.659	10.005	1.596
588015508218249391	9.885	10.061	9.949	1.974
588017626163707949	9.234	8.842	9.973	1.075
588015508218249426	9.857	10.485	9.887	2.073
588017626164101250	9.513	9.018	9.913	1.331
